,Concurso,Numeros,Ganhadores
1805,302,"[2, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16, 18, 20, 22, 25]",9
1806,301,"[2, 3, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23]",4
1807,300,"[3, 4, 7, 8, 9, 11, 12, 15, 17, 19, 20, 21, 22, 23, 25]",5
1808,299,"[3, 5, 6, 7, 8, 10, 13, 17, 18, 19, 20, 21, 22, 23, 24]",1
1809,298,"[1, 3, 4, 6, 7, 8, 11, 12, 13, 14, 15, 16, 21, 22, 24]",2
1810,297,"[1, 4, 7, 8, 9, 10, 12, 14, 15, 16, 21, 22, 23, 24, 25]",0
1811,296,"[2, 3, 6, 7, 8, 11, 12, 14, 15, 16, 17, 18, 19, 22, 25]",5
1812,295,"[2, 3, 4, 6, 10, 13, 15, 16, 17, 18, 19, 21, 23, 24, 25]",2
1813,294,"[1, 2, 3, 4, 5, 7, 8, 11, 12, 15, 16, 20, 23, 24, 25]",3
1814,293,"[1, 2, 3, 6, 9, 12, 13, 14, 15, 18, 19, 22, 23, 24, 25]",3
1815,292,"[2, 3, 5, 7, 8, 9, 11, 12, 13, 16, 17, 21, 22, 24, 25]",1
1816,291,"[1, 2, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 20, 23, 24]",5
1817,290,"[1, 2, 5, 6, 7, 9, 11, 12, 13, 14, 17, 20, 21, 22, 23]",5
1818,289,"[1, 2, 3, 4, 6, 8, 9, 10, 12, 14, 15, 17, 19, 22, 24]",14
1819,288,"[1, 2, 3, 4, 6, 9, 10, 12, 13, 14, 15, 18, 19, 24, 25]",1
1820,287,"[2, 5, 6, 7, 10, 12, 13, 15, 16, 17, 18, 21, 22, 23, 25]",5
1821,286,"[1, 2, 3, 4, 7, 9, 10, 11, 12, 13, 19, 21, 23, 24, 25]",3
1822,285,"[1, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 22, 23]",3
1823,284,"[1, 3, 5, 6, 7, 11, 12, 13, 15, 17, 19, 21, 22, 23, 25]",7
1824,283,"[1, 2, 4, 6, 8, 9, 10, 11, 12, 13, 19, 20, 22, 23, 24]",5
1825,282,"[2, 3, 4, 7, 8, 11, 12, 13, 15, 16, 19, 20, 21, 22, 25]",5
1826,281,"[1, 2, 3, 4, 8, 9, 10, 11, 12, 14, 15, 17, 19, 23, 25]",6
1827,280,"[3, 4, 5, 6, 9, 10, 11, 13, 15, 16, 17, 19, 20, 24, 25]",7
1828,279,"[3, 4, 5, 6, 9, 10, 11, 13, 15, 16, 17, 19, 20, 24, 25]",7
1829,278,"[1, 2, 3, 5, 6, 9, 10, 11, 12, 13, 17, 18, 19, 22, 23]",3
1830,277,"[2, 4, 9, 10, 11, 12, 13, 14, 16, 17, 21, 22, 23, 24, 25]",4
1831,276,"[2, 3, 4, 5, 7, 10, 11, 12, 13, 17, 18, 19, 20, 22, 25]",3
1832,275,"[1, 3, 5, 6, 8, 9, 10, 11, 12, 14, 15, 17, 18, 20, 22]",2
1833,274,"[2, 4, 5, 6, 7, 10, 11, 12, 14, 15, 17, 20, 21, 23, 25]",4
1834,273,"[1, 5, 6, 7, 10, 12, 15, 16, 17, 18, 19, 20, 21, 24, 25]",2
1835,272,"[1, 2, 4, 5, 8, 9, 11, 12, 13, 15, 17, 20, 23, 24, 25]",6
1836,271,"[1, 2, 4, 5, 6, 8, 11, 12, 16, 18, 19, 20, 21, 24, 25]",6
1837,270,"[1, 3, 4, 5, 6, 7, 8, 9, 14, 16, 18, 19, 23, 24, 25]",0
1838,269,"[1, 2, 4, 6, 10, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24]",1
1839,268,"[5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20, 23, 25]",1
1840,267,"[2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 17, 21, 23, 24]",2
1841,266,"[2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 17, 21, 23, 24]",2
1842,265,"[1, 3, 4, 5, 6, 7, 9, 11, 14, 15, 18, 19, 21, 22, 24]",5
1843,264,"[1, 3, 4, 6, 8, 9, 12, 13, 16, 19, 20, 21, 22, 23, 25]",6
1844,263,"[1, 4, 7, 8, 9, 10, 11, 14, 15, 16, 18, 19, 21, 23, 24]",0
1845,262,"[3, 4, 6, 7, 8, 9, 12, 13, 14, 15, 17, 20, 21, 23, 24]",1
1846,261,"[1, 2, 4, 5, 6, 7, 11, 13, 15, 16, 17, 19, 20, 21, 25]",2
1847,260,"[1, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14, 18, 19, 20, 24]",1
1848,259,"[3, 5, 6, 7, 8, 9, 10, 15, 18, 19, 20, 21, 22, 24, 25]",0
1849,258,"[2, 4, 5, 6, 9, 12, 13, 14, 17, 19, 20, 21, 22, 24, 25]",6
1850,257,"[1, 3, 6, 7, 9, 10, 12, 13, 14, 16, 17, 18, 19, 22, 24]",2
1851,256,"[1, 2, 6, 7, 8, 9, 10, 12, 13, 15, 16, 18, 20, 22, 24]",6
1852,255,"[1, 2, 3, 4, 6, 9, 10, 14, 15, 16, 17, 21, 22, 23, 24]",3
1853,254,"[2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 20, 23]",4
1854,253,"[1, 4, 5, 6, 7, 8, 11, 12, 13, 15, 18, 19, 21, 22, 23]",3
1855,252,"[2, 3, 4, 6, 8, 11, 14, 15, 17, 18, 19, 22, 23, 24, 25]",1
1856,251,"[3, 4, 5, 6, 9, 10, 13, 15, 16, 18, 19, 21, 22, 23, 25]",3
1857,250,"[1, 2, 3, 5, 9, 10, 12, 13, 15, 16, 17, 18, 19, 21, 23]",1
1858,249,"[4, 5, 7, 8, 9, 10, 12, 14, 15, 17, 18, 21, 22, 23, 25]",4
1859,248,"[1, 2, 5, 8, 9, 10, 11, 12, 13, 15, 16, 19, 20, 21, 25]",5
1860,247,"[1, 2, 3, 4, 7, 8, 9, 14, 15, 16, 17, 19, 22, 23, 25]",1
1861,246,"[1, 2, 3, 4, 7, 8, 9, 14, 15, 16, 17, 19, 22, 23, 25]",1
1862,245,"[1, 4, 5, 7, 8, 9, 10, 12, 13, 15, 17, 18, 21, 24, 25]",2
1863,244,"[3, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 20, 21, 22, 24]",4
1864,243,"[1, 2, 3, 4, 5, 7, 12, 13, 16, 17, 18, 20, 21, 23, 25]",0
1865,242,"[2, 5, 6, 8, 9, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23]",2
1866,241,"[3, 4, 5, 8, 9, 12, 13, 14, 15, 17, 20, 21, 23, 24, 25]",6
1867,240,"[1, 2, 4, 9, 10, 11, 13, 14, 15, 16, 18, 19, 21, 22, 23]",1
1868,239,"[1, 3, 5, 6, 7, 9, 10, 13, 14, 15, 16, 19, 22, 23, 25]",4
1869,238,"[1, 3, 4, 6, 11, 12, 13, 14, 15, 17, 19, 20, 21, 23, 24]",1
1870,237,"[4, 5, 6, 7, 9, 12, 13, 15, 16, 18, 19, 20, 21, 22, 23]",5
1871,236,"[1, 3, 4, 5, 7, 8, 9, 12, 13, 15, 16, 21, 22, 23, 25]",0
1872,235,"[1, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 24, 25]",4
1873,234,"[1, 2, 3, 4, 5, 9, 11, 12, 13, 14, 15, 17, 21, 22, 24]",1
1874,233,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 17, 19, 21]",8
1875,232,"[4, 5, 6, 9, 11, 12, 13, 14, 16, 17, 18, 21, 23, 24, 25]",1
1876,231,"[1, 2, 5, 6, 7, 10, 12, 15, 16, 17, 18, 19, 21, 24, 25]",1
1877,230,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 13, 14, 15, 17, 22, 24]",1
1878,229,"[2, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 23, 25]",3
1879,228,"[2, 4, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25]",7
1880,227,"[1, 5, 7, 8, 9, 10, 12, 14, 15, 17, 18, 19, 20, 21, 22]",3
1881,226,"[4, 5, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 25]",1
1882,225,"[1, 2, 3, 5, 7, 8, 13, 14, 15, 18, 19, 20, 22, 23, 25]",3
1883,224,"[4, 6, 8, 9, 10, 11, 12, 13, 15, 18, 19, 20, 21, 23, 24]",4
1884,223,"[2, 4, 7, 9, 10, 11, 12, 13, 14, 16, 20, 21, 22, 23, 24]",0
1885,222,"[1, 3, 4, 5, 6, 7, 8, 9, 12, 15, 18, 21, 22, 23, 24]",1
1886,221,"[1, 2, 3, 6, 7, 8, 10, 12, 16, 17, 19, 20, 21, 23, 25]",2
1887,220,"[5, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23, 24, 25]",0
1888,219,"[2, 3, 6, 8, 9, 11, 14, 16, 17, 18, 19, 22, 23, 24, 25]",1
1889,218,"[2, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 25]",1
1890,217,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 16, 17, 19, 21, 25]",2
1891,216,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 17, 19, 21, 24, 25]",3
1892,215,"[1, 3, 4, 5, 7, 9, 11, 12, 14, 15, 17, 18, 19, 23, 25]",4
1893,214,"[1, 2, 3, 4, 9, 11, 13, 14, 15, 18, 19, 20, 22, 24, 25]",2
1894,213,"[1, 3, 4, 5, 8, 9, 10, 11, 16, 18, 19, 21, 23, 24, 25]",0
1895,212,"[1, 3, 4, 6, 8, 9, 10, 11, 12, 14, 16, 19, 20, 22, 23]",3
1896,211,"[1, 2, 4, 6, 8, 10, 11, 12, 14, 16, 17, 18, 22, 24, 25]",12
1897,210,"[3, 5, 7, 9, 10, 11, 13, 14, 15, 16, 18, 21, 22, 23, 24]",2
1898,209,"[1, 3, 5, 6, 7, 9, 10, 14, 15, 18, 19, 21, 22, 24, 25]",3
1899,208,"[1, 3, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16, 19, 23, 24]",2
1900,207,"[1, 2, 3, 4, 6, 9, 10, 12, 13, 14, 15, 17, 19, 20, 22]",1
1901,206,"[2, 3, 5, 8, 9, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22]",2
1902,205,"[2, 3, 4, 9, 10, 11, 12, 14, 15, 16, 17, 18, 21, 22, 25]",1
1903,204,"[2, 3, 4, 5, 7, 8, 11, 14, 15, 16, 17, 22, 23, 24, 25]",4
1904,203,"[1, 2, 3, 4, 5, 6, 7, 12, 13, 14, 17, 18, 23, 24, 25]",15
1905,202,"[1, 3, 5, 10, 11, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24]",0
1906,201,"[1, 2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 22]",4
1907,200,"[1, 2, 4, 5, 8, 9, 11, 12, 13, 14, 15, 16, 21, 23, 24]",2
1908,199,"[1, 2, 3, 4, 5, 6, 9, 11, 12, 15, 19, 20, 21, 22, 23]",1
1909,198,"[1, 2, 4, 5, 6, 7, 13, 14, 15, 16, 17, 18, 20, 21, 25]",3
1910,197,"[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 18, 20, 21, 22, 23]",4
1911,196,"[2, 3, 4, 5, 10, 14, 15, 16, 17, 19, 20, 22, 23, 24, 25]",1
1912,195,"[2, 3, 4, 6, 7, 8, 9, 11, 12, 14, 17, 18, 19, 22, 23]",10
1913,194,"[2, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 21, 22, 23, 25]",1
1914,193,"[1, 2, 3, 4, 5, 8, 9, 10, 14, 15, 16, 19, 20, 21, 25]",2
1915,192,"[1, 2, 3, 4, 5, 6, 11, 13, 14, 15, 16, 21, 22, 23, 24]",3
1916,191,"[2, 5, 8, 9, 10, 12, 13, 15, 17, 18, 19, 20, 21, 22, 23]",1
1917,190,"[1, 3, 4, 5, 7, 8, 11, 13, 14, 15, 16, 18, 19, 23, 24]",3
1918,189,"[1, 2, 4, 5, 6, 7, 9, 13, 16, 18, 19, 20, 22, 23, 24]",2
1919,188,"[2, 3, 5, 8, 10, 11, 13, 16, 19, 20, 21, 22, 23, 24, 25]",6
1920,187,"[1, 3, 11, 12, 13, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25]",2
1921,186,"[2, 4, 5, 6, 11, 12, 13, 16, 17, 18, 19, 22, 23, 24, 25]",2
1922,185,"[1, 2, 4, 6, 7, 8, 9, 11, 12, 15, 17, 19, 20, 23, 25]",3
1923,184,"[1, 3, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 21, 23, 25]",3
1924,183,"[2, 4, 6, 7, 8, 11, 13, 14, 16, 19, 20, 21, 23, 24, 25]",4
1925,182,"[2, 3, 4, 7, 8, 9, 11, 13, 14, 17, 19, 21, 22, 23, 25]",7
1926,181,"[1, 4, 5, 6, 7, 8, 14, 15, 16, 17, 19, 20, 21, 22, 23]",2
1927,180,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 15, 17, 20, 24, 25]",13
1928,179,"[2, 3, 4, 5, 7, 9, 13, 14, 15, 17, 19, 22, 23, 24, 25]",6
1929,178,"[2, 3, 4, 6, 8, 9, 10, 14, 16, 19, 20, 21, 23, 24, 25]",1
1930,177,"[2, 6, 7, 8, 10, 11, 13, 15, 16, 17, 19, 20, 21, 23, 24]",2
1931,176,"[2, 4, 10, 11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24, 25]",1
1932,175,"[2, 3, 5, 6, 7, 11, 12, 13, 14, 15, 16, 18, 19, 21, 24]",2
1933,174,"[1, 2, 4, 7, 9, 10, 11, 12, 13, 15, 17, 20, 23, 24, 25]",11
1934,173,"[2, 3, 4, 5, 7, 8, 11, 15, 19, 20, 21, 22, 23, 24, 25]",0
1935,172,"[1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 18, 20, 21, 22, 25]",1
1936,171,"[1, 3, 4, 10, 11, 12, 13, 15, 16, 17, 21, 22, 23, 24, 25]",4
1937,170,"[1, 3, 4, 5, 6, 7, 8, 10, 13, 16, 18, 20, 22, 23, 25]",1
1938,169,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 20, 21, 24]",0
1939,168,"[1, 2, 3, 4, 7, 10, 12, 15, 16, 17, 19, 20, 22, 23, 24]",1
1940,167,"[1, 2, 3, 6, 8, 9, 10, 13, 14, 16, 18, 19, 22, 23, 24]",3
1941,166,"[2, 3, 4, 8, 9, 10, 13, 14, 15, 18, 19, 20, 21, 22, 23]",39
1942,165,"[1, 2, 4, 6, 8, 9, 12, 13, 14, 15, 17, 18, 19, 22, 25]",2
1943,164,"[1, 2, 3, 5, 6, 8, 10, 11, 14, 15, 18, 21, 22, 23, 24]",1
1944,163,"[1, 2, 3, 5, 6, 7, 9, 13, 14, 15, 20, 21, 23, 24, 25]",3
1945,162,"[1, 2, 3, 4, 5, 6, 8, 11, 12, 13, 16, 18, 20, 23, 24]",5
1946,161,"[1, 5, 8, 11, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25]",0
1947,160,"[1, 3, 4, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20, 21, 24]",3
1948,159,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 14, 15, 17, 20, 24, 25]",2
1949,158,"[2, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23]",2
1950,157,"[1, 2, 4, 6, 7, 9, 10, 12, 14, 16, 18, 19, 21, 24, 25]",9
1951,156,"[1, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 22, 23]",7
1952,155,"[2, 4, 5, 8, 10, 11, 14, 15, 16, 18, 19, 20, 21, 22, 24]",0
1953,154,"[1, 2, 3, 5, 6, 9, 10, 11, 13, 14, 15, 16, 18, 23, 24]",1
1954,153,"[1, 2, 4, 5, 8, 11, 12, 13, 17, 18, 20, 21, 23, 24, 25]",8
1955,152,"[3, 4, 5, 6, 7, 8, 13, 15, 17, 19, 20, 22, 23, 24, 25]",3
1956,151,"[3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 16, 18, 20, 23, 24]",5
1957,150,"[1, 3, 5, 6, 7, 8, 9, 11, 14, 19, 21, 22, 23, 24, 25]",1
1958,149,"[2, 5, 7, 9, 10, 13, 15, 16, 17, 18, 19, 20, 23, 24, 25]",5
1959,148,"[1, 2, 4, 5, 8, 9, 12, 13, 16, 17, 20, 21, 22, 24, 25]",17
1960,147,"[1, 2, 4, 5, 8, 9, 12, 13, 16, 17, 20, 21, 22, 24, 25]",17
1961,146,"[1, 2, 4, 5, 6, 10, 11, 12, 13, 16, 19, 21, 22, 23, 25]",3
1962,145,"[1, 2, 3, 9, 10, 11, 13, 14, 15, 17, 18, 20, 22, 24, 25]",3
1963,144,"[1, 2, 4, 7, 9, 11, 12, 14, 17, 19, 20, 21, 22, 24, 25]",36
1964,143,"[1, 2, 8, 9, 11, 13, 15, 16, 17, 19, 21, 22, 23, 24, 25]",5
1965,142,"[1, 2, 4, 5, 6, 7, 9, 15, 16, 17, 18, 19, 22, 23, 24]",1
1966,141,"[1, 3, 7, 8, 9, 10, 12, 13, 16, 17, 18, 19, 20, 24, 25]",2
1967,140,"[1, 2, 3, 6, 9, 10, 12, 13, 15, 18, 19, 20, 22, 24, 25]",7
1968,139,"[1, 2, 7, 9, 12, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24]",1
1969,138,"[2, 3, 4, 5, 7, 8, 11, 13, 15, 16, 17, 21, 22, 24, 25]",3
1970,137,"[2, 6, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 25]",2
1971,136,"[1, 2, 3, 5, 6, 9, 12, 13, 14, 15, 17, 21, 22, 23, 24]",2
1972,135,"[1, 2, 5, 7, 8, 10, 13, 14, 15, 18, 19, 20, 21, 22, 25]",7
1973,134,"[1, 3, 5, 7, 8, 10, 11, 12, 13, 14, 16, 17, 19, 22, 25]",4
1974,133,"[1, 3, 4, 5, 8, 9, 11, 13, 15, 18, 19, 20, 21, 22, 23]",5
1975,132,"[1, 3, 4, 5, 7, 9, 10, 11, 14, 15, 16, 17, 22, 23, 25]",10
1976,131,"[2, 4, 5, 6, 7, 8, 11, 12, 13, 15, 19, 20, 22, 23, 25]",1
1977,130,"[2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 17, 19, 23, 24, 25]",3
1978,129,"[2, 5, 6, 7, 9, 11, 13, 15, 18, 19, 20, 21, 22, 23, 25]",3
1979,128,"[2, 3, 4, 6, 11, 13, 14, 15, 16, 17, 19, 20, 21, 23, 25]",2
1980,127,"[1, 2, 3, 4, 5, 7, 10, 11, 12, 13, 18, 19, 22, 23, 25]",5
1981,126,"[1, 2, 3, 4, 6, 7, 8, 13, 14, 16, 18, 21, 22, 24, 25]",0
1982,125,"[2, 3, 4, 6, 7, 9, 10, 11, 12, 15, 16, 21, 22, 24, 25]",2
1983,124,"[2, 3, 4, 6, 7, 9, 14, 15, 16, 18, 19, 20, 21, 24, 25]",2
1984,123,"[4, 5, 6, 7, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24]",4
1985,122,"[1, 2, 4, 5, 8, 9, 10, 13, 15, 17, 18, 20, 22, 23, 25]",8
1986,121,"[1, 2, 4, 5, 7, 9, 10, 11, 12, 16, 17, 18, 23, 24, 25]",3
1987,120,"[1, 3, 5, 7, 8, 11, 12, 13, 15, 16, 18, 19, 20, 21, 24]",2
1988,119,"[1, 3, 5, 7, 8, 11, 12, 13, 15, 16, 18, 19, 20, 21, 24]",2
1989,118,"[1, 4, 6, 8, 9, 10, 11, 15, 17, 18, 20, 21, 22, 23, 24]",1
1990,117,"[5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 23, 25]",3
1991,116,"[1, 2, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 23, 25]",2
1992,115,"[1, 4, 5, 6, 7, 9, 11, 12, 13, 16, 17, 18, 20, 21, 25]",1
1993,114,"[1, 2, 3, 6, 7, 8, 9, 10, 11, 14, 20, 21, 22, 24, 25]",0
1994,113,"[1, 2, 4, 5, 6, 8, 11, 12, 13, 14, 19, 20, 21, 24, 25]",3
1995,112,"[1, 2, 3, 4, 6, 10, 11, 14, 15, 17, 18, 19, 20, 21, 23]",1
1996,111,"[1, 5, 6, 10, 11, 12, 13, 15, 17, 18, 19, 21, 22, 24, 25]",1
1997,110,"[1, 3, 4, 5, 6, 12, 13, 14, 17, 19, 20, 21, 22, 23, 25]",2
1998,109,"[1, 3, 5, 7, 9, 11, 12, 13, 16, 18, 20, 21, 23, 24, 25]",14
1999,108,"[1, 2, 4, 7, 8, 9, 11, 12, 14, 15, 16, 18, 22, 23, 25]",8
2000,107,"[1, 3, 4, 6, 7, 8, 9, 11, 12, 15, 17, 18, 21, 24, 25]",1
2001,106,"[1, 2, 3, 4, 5, 6, 10, 12, 13, 14, 15, 17, 22, 23, 25]",3
2002,105,"[4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19, 21, 22, 25]",2
2003,104,"[5, 6, 7, 10, 11, 13, 14, 15, 16, 18, 19, 21, 22, 24, 25]",2
2004,103,"[1, 2, 3, 4, 5, 7, 8, 10, 11, 16, 17, 18, 22, 23, 25]",5
2005,102,"[1, 2, 3, 4, 7, 9, 10, 11, 12, 18, 19, 21, 22, 23, 25]",5
2006,101,"[1, 3, 6, 7, 9, 10, 13, 14, 16, 17, 19, 20, 21, 23, 24]",9
2007,100,"[1, 3, 4, 8, 9, 10, 11, 12, 13, 14, 16, 17, 22, 23, 25]",6
2008,99,"[1, 2, 3, 4, 7, 10, 11, 13, 14, 16, 17, 20, 21, 24, 25]",4
2009,98,"[1, 2, 5, 6, 8, 10, 11, 15, 17, 18, 20, 22, 23, 24, 25]",5
2010,97,"[3, 4, 6, 10, 12, 13, 14, 15, 17, 19, 20, 22, 23, 24, 25]",4
2011,96,"[3, 4, 6, 9, 10, 12, 14, 16, 17, 18, 19, 21, 22, 23, 24]",1
2012,95,"[1, 2, 3, 4, 5, 10, 11, 12, 14, 15, 17, 18, 19, 20, 22]",2
2013,94,"[2, 4, 8, 9, 11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24]",2
2014,93,"[2, 4, 5, 6, 7, 9, 10, 13, 17, 18, 19, 20, 21, 23, 24]",6
2015,92,"[1, 2, 4, 6, 8, 12, 13, 14, 15, 17, 18, 19, 21, 22, 24]",5
2016,91,"[1, 4, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 22, 23, 25]",2
2017,90,"[1, 2, 3, 8, 10, 11, 12, 15, 17, 20, 21, 22, 23, 24, 25]",4
2018,89,"[1, 6, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25]",2
2019,88,"[1, 2, 4, 5, 8, 9, 10, 11, 12, 14, 17, 18, 19, 24, 25]",5
2020,87,"[1, 2, 3, 5, 8, 9, 10, 11, 13, 15, 18, 20, 22, 24, 25]",14
2021,86,"[2, 4, 5, 6, 8, 9, 12, 13, 14, 17, 18, 19, 23, 24, 25]",14
2022,85,"[1, 2, 5, 7, 8, 9, 11, 13, 14, 15, 16, 18, 21, 22, 23]",13
2023,84,"[1, 2, 4, 6, 8, 12, 15, 16, 17, 19, 20, 22, 23, 24, 25]",2
2024,83,"[1, 2, 3, 5, 6, 8, 10, 11, 12, 13, 14, 20, 23, 24, 25]",3
2025,82,"[1, 4, 5, 6, 8, 9, 12, 13, 15, 17, 18, 19, 20, 22, 23]",4
2026,81,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 13, 15, 16, 17, 19, 21]",6
2027,80,"[1, 2, 3, 4, 5, 7, 9, 10, 14, 15, 17, 18, 20, 22, 25]",1
2028,79,"[1, 2, 3, 5, 9, 12, 14, 15, 17, 18, 20, 22, 23, 24, 25]",1
2029,78,"[1, 2, 3, 5, 6, 7, 8, 12, 13, 15, 16, 17, 18, 20, 23]",1
2030,77,"[2, 3, 4, 6, 8, 9, 11, 14, 17, 18, 20, 21, 22, 24, 25]",4
2031,76,"[1, 3, 5, 8, 9, 10, 12, 13, 15, 16, 17, 19, 21, 23, 25]",13
2032,75,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 13, 15, 16, 17, 20, 25]",2
2033,74,"[1, 2, 3, 4, 5, 6, 8, 11, 13, 15, 16, 18, 22, 23, 25]",7
2034,73,"[1, 2, 5, 7, 10, 11, 13, 14, 15, 16, 17, 18, 19, 21, 25]",3
2035,72,"[1, 2, 5, 7, 8, 11, 12, 13, 15, 16, 17, 18, 23, 24, 25]",2
2036,71,"[1, 3, 5, 6, 8, 9, 11, 13, 14, 15, 16, 18, 21, 22, 23]",4
2037,70,"[1, 2, 3, 5, 6, 9, 10, 12, 14, 15, 16, 19, 20, 24, 25]",6
2038,69,"[1, 4, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 21, 23, 24]",4
2039,68,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 16, 17, 22, 23, 25]",2
2040,67,"[5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 20, 21, 22, 23, 24]",4
2041,66,"[1, 2, 4, 8, 10, 11, 14, 15, 16, 17, 20, 21, 22, 23, 24]",8
2042,65,"[1, 2, 4, 7, 10, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25]",0
2043,64,"[1, 2, 3, 6, 7, 8, 9, 10, 13, 14, 17, 18, 20, 23, 25]",4
2044,63,"[4, 8, 9, 10, 11, 12, 13, 16, 17, 19, 20, 21, 22, 24, 25]",2
2045,62,"[1, 3, 7, 8, 9, 11, 13, 14, 15, 16, 17, 18, 20, 24, 25]",5
2046,61,"[1, 4, 5, 9, 11, 12, 13, 14, 15, 16, 19, 20, 22, 23, 25]",2
2047,60,"[1, 2, 3, 4, 5, 8, 11, 16, 17, 18, 19, 22, 23, 24, 25]",3
2048,59,"[1, 3, 5, 6, 7, 8, 10, 11, 13, 14, 15, 19, 20, 23, 25]",2
2049,58,"[3, 4, 5, 6, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22]",6
2050,57,"[1, 2, 3, 4, 6, 7, 8, 11, 12, 17, 19, 20, 21, 22, 25]",1
2051,56,"[1, 2, 5, 9, 12, 13, 14, 15, 16, 17, 19, 20, 22, 23, 24]",0
2052,55,"[2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 15, 16, 18, 19, 25]",6
2053,54,"[2, 4, 5, 6, 7, 8, 9, 12, 14, 16, 18, 20, 21, 22, 24]",27
2054,53,"[1, 2, 3, 6, 7, 9, 11, 12, 14, 17, 18, 19, 20, 23, 24]",4
2055,52,"[1, 2, 4, 8, 9, 11, 12, 13, 15, 16, 21, 22, 23, 24, 25]",3
2056,51,"[1, 3, 5, 6, 7, 8, 11, 13, 14, 16, 17, 20, 21, 22, 23]",2
2057,50,"[1, 2, 3, 6, 7, 9, 10, 11, 12, 13, 19, 20, 21, 23, 25]",1
2058,49,"[2, 4, 5, 6, 8, 11, 13, 15, 16, 19, 20, 21, 22, 23, 24]",0
2059,48,"[2, 5, 6, 7, 11, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23]",2
2060,47,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 13, 15, 18, 20, 22, 25]",16
2061,46,"[1, 2, 4, 5, 6, 8, 10, 11, 14, 18, 19, 21, 23, 24, 25]",4
2062,45,"[1, 2, 3, 5, 7, 9, 14, 16, 17, 18, 19, 21, 23, 24, 25]",4
